coc_number,year,total_year_round_beds_es,total_year_round_beds_th,total_year_round_beds_sh,total_year_round_beds_psh,total_year_round_beds_rrh,total_year_round_beds_oph,total_seasonal_beds_es,total_overflow_beds_es,total_chronic_homeless_beds_psh
OR-504,2024,855.0,286.0,5.0,273.0,494.0,146.0,0.0,345.0,38.0
OR-505,2024,1266.0,420.0,0.0,86.0,481.0,28.0,11.0,1.0,86.0
OR-506,2024,705.0,112.0,0.0,600.0,911.0,2382.0,0.0,0.0,108.0
OR-507,2024,198.0,37.0,0.0,969.0,365.0,113.0,0.0,0.0,182.0
PA-500,2024,3785.0,724.0,242.0,5362.0,1060.0,6.0,191.0,77.0,1656.0
PA-501,2024,198.0,101.0,25.0,263.0,110.0,57.0,83.0,7.0,28.0
PA-502,2024,362.0,86.0,0.0,417.0,198.0,0.0,0.0,0.0,89.0
PA-503,2024,110.0,110.0,0.0,380.0,120.0,0.0,0.0,0.0,52.0
PA-504,2024,237.0,27.0,0.0,258.0,281.0,0.0,32.0,100.0,192.0
PA-505,2024,170.0,56.0,0.0,224.0,77.0,8.0,12.0,0.0,60.0
PA-506,2024,330.0,180.0,0.0,414.0,103.0,71.0,68.0,128.0,352.0
PA-508,2024,67.0,61.0,11.0,252.0,192.0,0.0,0.0,12.0,170.0
PA-509,2024,1414.0,586.0,0.0,1019.0,1252.0,233.0,303.0,113.0,628.0
PA-510,2024,286.0,319.0,0.0,250.0,37.0,72.0,100.0,0.0,0.0
PA-511,2024,147.0,93.0,0.0,100.0,243.0,136.0,0.0,92.0,28.0
PA-512,2024,239.0,102.0,0.0,233.0,170.0,130.0,75.0,0.0,155.0
PA-600,2024,921.0,170.0,12.0,2131.0,618.0,0.0,0.0,60.0,1490.0
PA-601,2024,794.0,277.0,0.0,1097.0,821.0,100.0,23.0,45.0,869.0
PA-603,2024,89.0,12.0,0.0,195.0,101.0,0.0,0.0,0.0,90.0
PA-605,2024,302.0,101.0,10.0,343.0,146.0,90.0,49.0,2.0,190.0
PR-502,2024,265.0,314.0,12.0,1300.0,120.0,255.0,0.0,1.0,786.0
PR-503,2024,212.0,44.0,0.0,465.0,222.0,0.0,0.0,0.0,365.0
RI-500,2024,1673.0,213.0,0.0,1355.0,609.0,921.0,146.0,43.0,686.0
SC-500,2024,126.0,121.0,0.0,431.0,204.0,0.0,0.0,0.0,81.0
SC-501,2024,982.0,254.0,12.0,369.0,131.0,0.0,243.0,13.0,369.0
SC-502,2024,731.0,323.0,20.0,289.0,119.0,27.0,180.0,71.0,274.0
SC-503,2024,413.0,165.0,0.0,409.0,363.0,315.0,0.0,4.0,96.0
SD-500,2024,1326.0,244.0,0.0,536.0,376.0,194.0,0.0,0.0,123.0
TN-500,2024,253.0,30.0,0.0,308.0,146.0,8.0,0.0,44.0,122.0
TN-501,2024,635.0,233.0,0.0,1412.0,238.0,36.0,0.0,19.0,554.0
TN-502,2024,451.0,172.0,0.0,338.0,89.0,171.0,0.0,30.0,153.0
TN-503,2024,161.0,83.0,0.0,38.0,83.0,0.0,0.0,0.0,0.0
TN-504,2024,1104.0,429.0,7.0,1162.0,875.0,875.0,90.0,312.0,65.0
TN-506,2024,277.0,30.0,0.0,130.0,45.0,0.0,54.0,0.0,0.0
TN-507,2024,23.0,9.0,0.0,115.0,159.0,0.0,22.0,0.0,15.0
TN-509,2024,320.0,87.0,0.0,408.0,158.0,0.0,0.0,0.0,0.0
TN-510,2024,94.0,88.0,0.0,368.0,229.0,0.0,0.0,55.0,1.0
TN-512,2024,235.0,35.0,0.0,47.0,31.0,0.0,0.0,0.0,21.0
TX-500,2024,2075.0,333.0,30.0,2161.0,816.0,2233.0,0.0,200.0,756.0
TX-503,2024,1657.0,480.0,15.0,1778.0,1820.0,210.0,0.0,310.0,936.0
TX-600,2024,1885.0,1405.0,55.0,2487.0,1705.0,1034.0,0.0,635.0,1036.0
TX-601,2024,2156.0,222.0,20.0,2050.0,1102.0,673.0,220.0,150.0,1174.0
TX-603,2024,943.0,325.0,0.0,164.0,617.0,48.0,0.0,20.0,109.0
TX-604,2024,165.0,102.0,0.0,80.0,37.0,0.0,0.0,1.0,48.0
TX-607,2024,4892.0,1128.0,0.0,1727.0,1479.0,835.0,0.0,0.0,406.0
TX-611,2024,202.0,222.0,0.0,118.0,0.0,206.0,0.0,0.0,0.0
TX-624,2024,287.0,12.0,0.0,29.0,0.0,0.0,0.0,5.0,29.0
TX-700,2024,2185.0,806.0,15.0,6723.0,3340.0,812.0,0.0,0.0,3017.0
TX-701,2024,104.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0
UT-500,2024,1434.0,350.0,0.0,2353.0,420.0,691.0,482.0,50.0,1482.0
UT-503,2024,840.0,179.0,0.0,541.0,458.0,170.0,82.0,75.0,74.0
UT-504,2024,74.0,83.0,0.0,172.0,160.0,217.0,4.0,2.0,110.0
VA-500,2024,357.0,52.0,41.0,1005.0,264.0,107.0,150.0,0.0,441.0
VA-501,2024,439.0,44.0,0.0,633.0,351.0,297.0,190.0,11.0,217.0
VA-502,2024,397.0,0.0,0.0,142.0,94.0,0.0,0.0,0.0,31.0
VA-503,2024,154.0,16.0,0.0,224.0,186.0,388.0,60.0,19.0,58.0
VA-504,2024,60.0,20.0,0.0,131.0,35.0,80.0,55.0,0.0,73.0
VA-505,2024,199.0,18.0,0.0,518.0,92.0,350.0,227.0,31.0,72.0
VA-507,2024,75.0,10.0,0.0,148.0,92.0,89.0,0.0,0.0,102.0
VA-508,2024,87.0,0.0,0.0,79.0,97.0,0.0,0.0,0.0,19.0
VA-513,2024,286.0,0.0,0.0,119.0,62.0,0.0,80.0,6.0,15.0
VA-514,2024,188.0,14.0,0.0,216.0,120.0,0.0,37.0,13.0,68.0
VA-521,2024,878.0,218.0,0.0,469.0,235.0,97.0,103.0,37.0,452.0
VA-600,2024,220.0,14.0,0.0,259.0,177.0,13.0,0.0,17.0,173.0
VA-601,2024,489.0,150.0,0.0,644.0,328.0,746.0,405.0,263.0,332.0
VA-602,2024,87.0,26.0,0.0,14.0,37.0,0.0,30.0,23.0,0.0
VA-603,2024,147.0,28.0,0.0,50.0,102.0,30.0,64.0,0.0,31.0
VA-604,2024,236.0,41.0,0.0,216.0,88.0,9.0,44.0,2.0,194.0
VI-500,2024,30.0,62.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
VT-500,2024,2656.0,114.0,0.0,826.0,64.0,167.0,29.0,13.0,97.0
VT-501,2024,798.0,10.0,0.0,139.0,56.0,128.0,30.0,10.0,30.0
WA-500,2024,5173.0,1742.0,76.0,7768.0,1990.0,1505.0,786.0,188.0,3044.0
WA-501,2024,4928.0,1491.0,0.0,1871.0,3201.0,2450.0,266.0,0.0,988.0
WA-502,2024,1381.0,262.0,0.0,1131.0,822.0,923.0,0.0,239.0,458.0
WA-503,2024,1831.0,176.0,0.0,1432.0,878.0,809.0,0.0,0.0,621.0
WA-504,2024,525.0,21.0,0.0,1483.0,766.0,676.0,0.0,0.0,977.0
WA-508,2024,448.0,237.0,0.0,638.0,304.0,72.0,72.0,0.0,310.0
WI-500,2024,2463.0,710.0,0.0,928.0,937.0,1128.0,288.0,27.0,386.0
WI-501,2024,614.0,164.0,47.0,2024.0,683.0,33.0,183.0,0.0,346.0
WI-502,2024,176.0,75.0,0.0,132.0,46.0,184.0,0.0,2.0,60.0
WI-503,2024,506.0,32.0,0.0,909.0,395.0,877.0,0.0,115.0,238.0
WV-500,2024,64.0,25.0,0.0,30.0,12.0,0.0,40.0,0.0,28.0
WV-501,2024,212.0,0.0,8.0,367.0,148.0,98.0,0.0,0.0,0.0
WV-503,2024,198.0,15.0,0.0,131.0,57.0,0.0,0.0,0.0,69.0
WV-508,2024,654.0,117.0,0.0,506.0,272.0,139.0,46.0,17.0,167.0
WY-500,2024,480.0,224.0,0.0,254.0,73.0,0.0,0.0,10.0,35.0
Total,2024,421973.0,85485.0,2252.0,397241.0,146652.0,136962.0,15124.0,67786.0,160475.0
AK-500,2023,950.0,238.0,0.0,720.0,256.0,226.0,501.0,6.0,489.0
AK-501,2023,847.0,273.0,0.0,385.0,105.0,142.0,108.0,2.0,180.0
AL-500,2023,424.0,110.0,10.0,1399.0,179.0,99.0,0.0,0.0,100.0
AL-501,2023,252.0,142.0,0.0,241.0,173.0,9.0,0.0,24.0,91.0
AL-502,2023,86.0,216.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
AL-503,2023,399.0,30.0,0.0,154.0,9.0,0.0,0.0,1.0,120.0
AL-504,2023,169.0,68.0,0.0,168.0,14.0,0.0,0.0,32.0,23.0
AL-505,2023,50.0,4.0,0.0,8.0,1.0,8.0,0.0,0.0,0.0
AL-506,2023,90.0,8.0,0.0,282.0,0.0,0.0,0.0,0.0,164.0
AL-507,2023,159.0,27.0,0.0,4.0,24.0,0.0,0.0,20.0,0.0
AR-500,2023,314.0,141.0,0.0,966.0,107.0,0.0,0.0,0.0,23.0
AR-501,2023,163.0,45.0,0.0,203.0,49.0,0.0,0.0,45.0,5.0
AR-503,2023,715.0,90.0,0.0,0.0,98.0,0.0,1.0,0.0,0.0
AR-505,2023,103.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
AR-508,2023,163.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ-500,2023,890.0,249.0,12.0,1541.0,672.0,29.0,22.0,25.0,531.0
AZ-501,2023,785.0,330.0,17.0,1617.0,641.0,279.0,30.0,35.0,438.0
AZ-502,2023,4019.0,1222.0,45.0,6639.0,1602.0,1247.0,0.0,85.0,1807.0
CA-500,2023,2376.0,479.0,14.0,4365.0,1407.0,1995.0,195.0,317.0,2220.0
CA-501,2023,3350.0,506.0,0.0,5725.0,1641.0,7760.0,45.0,25.0,2622.0
CA-502,2023,2276.0,1042.0,53.0,5257.0,1198.0,0.0,160.0,0.0,894.0
CA-503,2023,2026.0,723.0,0.0,3553.0,933.0,297.0,195.0,331.0,2722.0
CA-504,2023,855.0,370.0,0.0,1211.0,494.0,228.0,45.0,40.0,639.0
CA-505,2023,564.0,275.0,0.0,1325.0,294.0,274.0,52.0,49.0,746.0
CA-506,2023,532.0,280.0,0.0,614.0,183.0,0.0,0.0,0.0,50.0
CA-507,2023,192.0,108.0,0.0,658.0,141.0,190.0,0.0,0.0,456.0
CA-508,2023,381.0,73.0,0.0,746.0,400.0,804.0,0.0,0.0,717.0
CA-509,2023,214.0,67.0,0.0,529.0,108.0,100.0,0.0,16.0,365.0
CA-510,2023,926.0,238.0,0.0,705.0,32.0,224.0,125.0,25.0,611.0
CA-511,2023,1311.0,351.0,0.0,787.0,328.0,550.0,48.0,0.0,285.0
CA-512,2023,707.0,158.0,0.0,1137.0,384.0,772.0,0.0,10.0,445.0
CA-513,2023,317.0,206.0,0.0,264.0,188.0,277.0,0.0,70.0,188.0
CA-514,2023,1480.0,349.0,0.0,1491.0,441.0,53.0,304.0,48.0,1491.0
CA-515,2023,272.0,64.0,0.0,199.0,122.0,58.0,16.0,0.0,95.0
CA-516,2023,677.0,410.0,0.0,141.0,151.0,148.0,0.0,0.0,8.0
CA-517,2023,135.0,41.0,0.0,60.0,145.0,28.0,50.0,0.0,47.0
CA-518,2023,183.0,164.0,0.0,278.0,123.0,0.0,0.0,0.0,247.0
CA-519,2023,497.0,239.0,0.0,220.0,359.0,0.0,45.0,212.0,26.0
CA-520,2023,374.0,80.0,0.0,160.0,33.0,0.0,0.0,3.0,8.0
CA-521,2023,339.0,36.0,0.0,379.0,422.0,0.0,20.0,37.0,148.0
CA-522,2023,317.0,90.0,0.0,279.0,617.0,17.0,0.0,58.0,125.0
CA-523,2023,112.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA-524,2023,393.0,42.0,0.0,113.0,395.0,15.0,30.0,16.0,0.0
CA-525,2023,12.0,71.0,0.0,39.0,70.0,92.0,20.0,0.0,0.0
CA-526,2023,268.0,50.0,0.0,96.0,141.0,18.0,0.0,1.0,35.0
CA-527,2023,24.0,48.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0
CA-529,2023,128.0,75.0,0.0,12.0,107.0,175.0,0.0,0.0,0.0
CA-530,2023,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
CA-531,2023,131.0,160.0,0.0,68.0,95.0,1.0,61.0,0.0,28.0
CA-600,2023,20512.0,3929.0,457.0,24172.0,8450.0,1592.0,0.0,0.0,4303.0
CA-601,2023,4386.0,1808.0,73.0,6865.0,2814.0,2183.0,48.0,91.0,994.0
CA-602,2023,2814.0,844.0,0.0,2917.0,1304.0,2122.0,0.0,199.0,718.0
CA-603,2023,729.0,126.0,0.0,782.0,285.0,831.0,0.0,0.0,186.0
CA-604,2023,889.0,267.0,0.0,3100.0,521.0,11.0,0.0,0.0,362.0
CA-606,2023,692.0,534.0,58.0,1820.0,292.0,320.0,81.0,0.0,207.0
CA-607,2023,145.0,56.0,0.0,447.0,101.0,109.0,79.0,0.0,94.0
CA-608,2023,1197.0,292.0,0.0,1719.0,710.0,0.0,40.0,40.0,719.0
CA-609,2023,797.0,489.0,0.0,1590.0,2136.0,0.0,19.0,0.0,729.0
CA-611,2023,786.0,284.0,10.0,734.0,547.0,269.0,25.0,0.0,663.0
CA-612,2023,61.0,63.0,0.0,156.0,30.0,126.0,0.0,5.0,131.0
CA-613,2023,131.0,95.0,0.0,24.0,156.0,74.0,0.0,0.0,0.0
CA-614,2023,282.0,32.0,0.0,363.0,283.0,515.0,0.0,121.0,137.0
CO-500,2023,842.0,491.0,0.0,1103.0,406.0,0.0,159.0,95.0,292.0
CO-503,2023,4107.0,2034.0,63.0,4573.0,1873.0,3849.0,399.0,2222.0,2663.0
CO-504,2023,698.0,475.0,0.0,489.0,120.0,392.0,0.0,157.0,190.0
CO-505,2023,372.0,110.0,0.0,461.0,249.0,28.0,100.0,136.0,101.0
CT-503,2023,434.0,116.0,0.0,1997.0,325.0,189.0,82.0,6.0,1982.0
CT-505,2023,1540.0,321.0,20.0,5395.0,1129.0,646.0,431.0,115.0,0.0
DC-500,2023,3720.0,1476.0,20.0,15349.0,9206.0,5381.0,306.0,0.0,14755.0
DE-500,2023,943.0,374.0,0.0,739.0,226.0,351.0,204.0,109.0,525.0
FL-500,2023,518.0,353.0,0.0,378.0,176.0,252.0,0.0,142.0,273.0
FL-501,2023,960.0,75.0,0.0,1425.0,666.0,105.0,0.0,0.0,306.0
FL-502,2023,1545.0,371.0,70.0,1641.0,667.0,187.0,0.0,20.0,1400.0
FL-503,2023,282.0,344.0,0.0,211.0,76.0,16.0,0.0,0.0,163.0
FL-504,2023,278.0,248.0,20.0,432.0,82.0,35.0,0.0,19.0,105.0
FL-505,2023,139.0,0.0,0.0,149.0,36.0,0.0,0.0,0.0,0.0
FL-506,2023,551.0,152.0,0.0,497.0,117.0,66.0,0.0,0.0,497.0
FL-507,2023,1436.0,672.0,0.0,1421.0,776.0,671.0,0.0,120.0,1320.0
FL-508,2023,284.0,73.0,0.0,661.0,299.0,0.0,13.0,5.0,248.0
FL-509,2023,177.0,68.0,0.0,310.0,93.0,161.0,0.0,0.0,205.0
FL-510,2023,554.0,566.0,0.0,812.0,388.0,684.0,0.0,10.0,708.0
FL-511,2023,290.0,354.0,0.0,240.0,187.0,35.0,0.0,0.0,37.0
FL-512,2023,128.0,54.0,0.0,0.0,62.0,84.0,0.0,4.0,0.0
FL-513,2023,83.0,352.0,17.0,460.0,125.0,667.0,0.0,0.0,52.0
FL-514,2023,194.0,150.0,0.0,188.0,53.0,127.0,0.0,92.0,24.0
FL-515,2023,89.0,129.0,0.0,87.0,102.0,0.0,0.0,5.0,60.0
FL-517,2023,69.0,51.0,0.0,43.0,57.0,0.0,0.0,0.0,43.0
FL-518,2023,82.0,27.0,0.0,101.0,71.0,0.0,0.0,8.0,6.0
FL-519,2023,119.0,224.0,0.0,414.0,178.0,511.0,0.0,13.0,14.0
FL-520,2023,122.0,232.0,0.0,150.0,164.0,108.0,0.0,67.0,13.0
FL-600,2023,2379.0,466.0,20.0,4897.0,520.0,296.0,0.0,28.0,3451.0
FL-601,2023,873.0,251.0,35.0,1169.0,639.0,20.0,0.0,0.0,741.0
FL-602,2023,176.0,23.0,0.0,39.0,111.0,0.0,0.0,0.0,0.0
FL-603,2023,366.0,0.0,0.0,310.0,360.0,65.0,0.0,25.0,18.0
FL-604,2023,244.0,147.0,0.0,180.0,4.0,20.0,0.0,0.0,40.0
FL-605,2023,693.0,178.0,0.0,1315.0,635.0,116.0,0.0,0.0,506.0
FL-606,2023,270.0,192.0,0.0,94.0,144.0,3.0,0.0,0.0,0.0
GA-500,2023,1677.0,808.0,0.0,1827.0,559.0,354.0,225.0,3.0,1528.0
GA-501,2023,2054.0,1221.0,0.0,2522.0,1194.0,531.0,0.0,0.0,506.0
GA-502,2023,130.0,132.0,0.0,548.0,112.0,0.0,0.0,0.0,471.0
GA-503,2023,167.0,63.0,0.0,156.0,317.0,0.0,0.0,0.0,66.0
GA-504,2023,407.0,8.0,0.0,184.0,0.0,0.0,0.0,55.0,159.0
GA-505,2023,313.0,46.0,0.0,215.0,509.0,97.0,0.0,0.0,87.0
GA-506,2023,269.0,112.0,0.0,365.0,40.0,0.0,0.0,0.0,62.0
GA-507,2023,405.0,295.0,0.0,797.0,0.0,22.0,0.0,0.0,139.0
GA-508,2023,138.0,32.0,0.0,1093.0,127.0,22.0,6.0,51.0,276.0
GU-500,2023,139.0,6.0,0.0,209.0,62.0,340.0,0.0,28.0,118.0
HI-500,2023,611.0,139.0,0.0,550.0,290.0,458.0,0.0,0.0,315.0
HI-501,2023,1476.0,1005.0,48.0,2092.0,438.0,938.0,0.0,74.0,625.0
IA-500,2023,284.0,60.0,0.0,71.0,30.0,0.0,0.0,0.0,71.0
IA-501,2023,1197.0,478.0,13.0,577.0,1383.0,454.0,155.0,69.0,407.0
IA-502,2023,407.0,176.0,15.0,502.0,317.0,276.0,20.0,12.0,286.0
ID-500,2023,665.0,156.0,0.0,299.0,84.0,0.0,10.0,0.0,224.0
ID-501,2023,847.0,191.0,0.0,426.0,110.0,398.0,76.0,2.0,156.0
IL-500,2023,37.0,56.0,0.0,115.0,17.0,21.0,0.0,0.0,23.0
IL-501,2023,338.0,145.0,0.0,451.0,219.0,128.0,0.0,0.0,31.0
IL-502,2023,303.0,104.0,0.0,354.0,251.0,357.0,50.0,12.0,165.0
IL-503,2023,152.0,41.0,0.0,111.0,16.0,17.0,4.0,15.0,4.0
IL-504,2023,44.0,19.0,0.0,149.0,63.0,0.0,0.0,10.0,48.0
IL-506,2023,134.0,112.0,10.0,269.0,142.0,53.0,31.0,12.0,193.0
IL-507,2023,433.0,39.0,4.0,356.0,61.0,28.0,0.0,8.0,87.0
IL-508,2023,54.0,135.0,0.0,273.0,61.0,131.0,0.0,122.0,58.0
IL-510,2023,5246.0,1247.0,39.0,8360.0,2099.0,310.0,0.0,0.0,3781.0
IL-511,2023,467.0,289.0,29.0,1537.0,585.0,525.0,364.0,74.0,4.0
IL-512,2023,198.0,84.0,0.0,171.0,64.0,0.0,0.0,0.0,0.0
IL-513,2023,120.0,139.0,0.0,146.0,52.0,58.0,0.0,60.0,86.0
IL-514,2023,388.0,144.0,0.0,442.0,130.0,68.0,0.0,10.0,160.0
IL-515,2023,72.0,38.0,0.0,42.0,60.0,15.0,0.0,28.0,0.0
IL-516,2023,102.0,11.0,0.0,83.0,62.0,65.0,10.0,0.0,32.0
IL-517,2023,407.0,18.0,0.0,194.0,62.0,0.0,0.0,29.0,85.0
IL-518,2023,293.0,53.0,0.0,24.0,4.0,0.0,0.0,5.0,6.0
IL-519,2023,58.0,51.0,0.0,88.0,14.0,0.0,0.0,10.0,43.0
IL-520,2023,251.0,49.0,0.0,108.0,40.0,47.0,0.0,7.0,1.0
IN-502,2023,3618.0,1126.0,25.0,2960.0,906.0,15.0,71.0,68.0,1039.0
IN-503,2023,1302.0,270.0,0.0,1209.0,776.0,1293.0,11.0,0.0,718.0
KS-502,2023,320.0,132.0,0.0,562.0,203.0,485.0,120.0,0.0,158.0
KS-503,2023,260.0,43.0,0.0,318.0,15.0,0.0,0.0,7.0,14.0
KS-505,2023,84.0,74.0,0.0,21.0,28.0,65.0,30.0,11.0,0.0
KS-507,2023,873.0,297.0,11.0,309.0,280.0,71.0,139.0,11.0,14.0
KY-500,2023,1556.0,398.0,0.0,1362.0,1480.0,492.0,210.0,35.0,767.0
KY-501,2023,781.0,329.0,0.0,1893.0,305.0,799.0,0.0,68.0,207.0
KY-502,2023,475.0,100.0,0.0,352.0,101.0,208.0,182.0,144.0,352.0
LA-500,2023,249.0,39.0,11.0,351.0,82.0,152.0,0.0,19.0,106.0
LA-502,2023,221.0,52.0,25.0,414.0,93.0,73.0,0.0,0.0,210.0
LA-503,2023,821.0,188.0,34.0,3666.0,1175.0,239.0,0.0,0.0,2000.0
LA-505,2023,80.0,64.0,0.0,56.0,147.0,68.0,0.0,0.0,40.0
LA-506,2023,36.0,15.0,0.0,336.0,54.0,0.0,0.0,0.0,117.0
LA-507,2023,13.0,30.0,0.0,208.0,31.0,0.0,0.0,0.0,14.0
LA-509,2023,400.0,70.0,0.0,857.0,323.0,238.0,17.0,26.0,174.0
MA-500,2023,5384.0,384.0,44.0,3531.0,2664.0,4114.0,85.0,5.0,2079.0
MA-502,2023,1073.0,0.0,0.0,227.0,0.0,7.0,0.0,17.0,227.0
MA-503,2023,227.0,116.0,0.0,229.0,28.0,0.0,30.0,50.0,100.0
MA-504,2023,2523.0,135.0,8.0,1008.0,440.0,312.0,32.0,359.0,810.0
MA-505,2023,244.0,123.0,0.0,350.0,88.0,0.0,30.0,0.0,267.0
MA-506,2023,1262.0,376.0,13.0,954.0,709.0,128.0,60.0,6.0,357.0
MA-507,2023,464.0,230.0,7.0,620.0,165.0,146.0,7.0,17.0,120.0
MA-509,2023,279.0,67.0,0.0,467.0,17.0,221.0,84.0,16.0,179.0
MA-511,2023,950.0,0.0,15.0,1191.0,265.0,0.0,20.0,444.0,565.0
MA-515,2023,264.0,24.0,0.0,192.0,76.0,0.0,30.0,20.0,156.0
MA-516,2023,3133.0,352.0,0.0,1961.0,347.0,907.0,46.0,722.0,1352.0
MA-519,2023,248.0,26.0,0.0,87.0,38.0,6.0,19.0,0.0,64.0
MD-501,2023,1325.0,920.0,33.0,3351.0,590.0,2733.0,210.0,0.0,1770.0
MD-503,2023,107.0,16.0,0.0,189.0,105.0,201.0,35.0,18.0,162.0
MD-504,2023,71.0,0.0,0.0,113.0,51.0,25.0,40.0,1.0,90.0
MD-505,2023,512.0,32.0,0.0,511.0,246.0,0.0,51.0,0.0,511.0
MD-506,2023,97.0,0.0,0.0,54.0,43.0,0.0,0.0,6.0,1.0
MD-511,2023,78.0,20.0,0.0,92.0,185.0,3.0,52.0,26.0,2.0
MD-513,2023,294.0,29.0,0.0,310.0,123.0,0.0,56.0,28.0,123.0
MD-514,2023,1038.0,261.0,0.0,820.0,373.0,8.0,187.0,124.0,636.0
MD-600,2023,353.0,172.0,0.0,369.0,82.0,0.0,0.0,0.0,218.0
MD-601,2023,560.0,49.0,4.0,2112.0,478.0,134.0,0.0,222.0,37.0
ME-500,2023,3361.0,862.0,15.0,2262.0,521.0,559.0,0.0,179.0,218.0
MI-500,2023,1474.0,484.0,0.0,450.0,897.0,268.0,32.0,71.0,46.0
MI-501,2023,1019.0,234.0,35.0,2883.0,726.0,257.0,125.0,54.0,2225.0
MI-502,2023,134.0,64.0,3.0,548.0,218.0,42.0,0.0,23.0,213.0
MI-503,2023,252.0,53.0,0.0,251.0,62.0,87.0,0.0,11.0,74.0
MI-504,2023,248.0,96.0,0.0,625.0,181.0,312.0,35.0,5.0,160.0
MI-505,2023,271.0,88.0,0.0,295.0,97.0,83.0,101.0,0.0,0.0
MI-506,2023,932.0,217.0,0.0,1076.0,290.0,220.0,90.0,68.0,409.0
MI-507,2023,537.0,81.0,0.0,406.0,73.0,138.0,0.0,0.0,166.0
MI-508,2023,478.0,40.0,18.0,466.0,118.0,18.0,0.0,131.0,151.0
MI-509,2023,173.0,43.0,0.0,613.0,224.0,72.0,110.0,4.0,433.0
MI-510,2023,284.0,99.0,6.0,281.0,79.0,49.0,0.0,3.0,105.0
MI-511,2023,153.0,70.0,0.0,7.0,29.0,0.0,0.0,0.0,7.0
MI-512,2023,121.0,6.0,0.0,273.0,62.0,41.0,55.0,7.0,20.0
MI-514,2023,213.0,43.0,0.0,148.0,6.0,5.0,1.0,0.0,1.0
MI-515,2023,165.0,66.0,0.0,17.0,32.0,27.0,0.0,0.0,0.0
MI-516,2023,171.0,0.0,0.0,136.0,27.0,74.0,30.0,0.0,85.0
MI-517,2023,100.0,0.0,0.0,117.0,54.0,0.0,0.0,0.0,114.0
MI-518,2023,52.0,36.0,0.0,16.0,11.0,16.0,0.0,0.0,16.0
MI-519,2023,105.0,108.0,0.0,118.0,128.0,45.0,0.0,0.0,48.0
MI-523,2023,39.0,22.0,0.0,46.0,39.0,5.0,0.0,0.0,46.0
MN-500,2023,1916.0,536.0,0.0,2780.0,1122.0,5985.0,50.0,750.0,421.0
MN-501,2023,1104.0,503.0,0.0,2644.0,360.0,1371.0,0.0,40.0,706.0
MN-502,2023,331.0,221.0,0.0,293.0,171.0,909.0,57.0,14.0,256.0
MN-503,2023,590.0,188.0,0.0,840.0,412.0,786.0,12.0,38.0,147.0
MN-504,2023,30.0,54.0,0.0,72.0,28.0,136.0,0.0,3.0,10.0
MN-505,2023,570.0,270.0,0.0,300.0,194.0,535.0,30.0,40.0,78.0
MN-506,2023,360.0,149.0,0.0,187.0,124.0,557.0,24.0,9.0,50.0
MN-508,2023,106.0,73.0,0.0,566.0,78.0,137.0,10.0,47.0,479.0
MN-509,2023,239.0,170.0,0.0,657.0,69.0,599.0,0.0,4.0,165.0
MN-511,2023,122.0,37.0,0.0,162.0,119.0,72.0,0.0,2.0,1.0
MO-500,2023,214.0,193.0,0.0,425.0,140.0,290.0,24.0,0.0,425.0
MO-501,2023,834.0,376.0,0.0,1797.0,319.0,468.0,12.0,50.0,1390.0
MO-503,2023,63.0,23.0,0.0,264.0,26.0,120.0,0.0,154.0,50.0
MO-600,2023,413.0,47.0,0.0,167.0,268.0,161.0,0.0,193.0,167.0
MO-602,2023,192.0,97.0,0.0,206.0,63.0,0.0,0.0,0.0,206.0
MO-603,2023,72.0,74.0,18.0,187.0,117.0,86.0,35.0,1.0,130.0
MO-604,2023,1084.0,969.0,25.0,1724.0,332.0,0.0,0.0,0.0,1094.0
MO-606,2023,1196.0,364.0,8.0,1105.0,352.0,330.0,137.0,77.0,1029.0
MS-500,2023,295.0,78.0,0.0,396.0,270.0,0.0,0.0,3.0,278.0
MS-501,2023,288.0,40.0,0.0,278.0,554.0,151.0,0.0,16.0,82.0
MS-503,2023,51.0,74.0,0.0,30.0,265.0,161.0,0.0,0.0,30.0
MT-500,2023,1245.0,542.0,0.0,905.0,343.0,250.0,599.0,27.0,279.0
NC-500,2023,237.0,30.0,0.0,325.0,152.0,90.0,120.0,0.0,120.0
NC-501,2023,209.0,282.0,0.0,554.0,108.0,98.0,0.0,100.0,257.0
NC-502,2023,176.0,44.0,0.0,356.0,92.0,316.0,0.0,37.0,154.0
NC-503,2023,2473.0,384.0,0.0,1617.0,515.0,1237.0,98.0,94.0,1268.0
NC-504,2023,300.0,65.0,6.0,449.0,79.0,51.0,180.0,3.0,186.0
NC-505,2023,1354.0,447.0,10.0,1455.0,968.0,744.0,0.0,7.0,893.0
NC-506,2023,238.0,103.0,0.0,256.0,10.0,0.0,0.0,0.0,113.0
NC-507,2023,375.0,95.0,0.0,686.0,270.0,66.0,0.0,114.0,527.0
NC-509,2023,216.0,26.0,0.0,133.0,84.0,0.0,60.0,4.0,0.0
