coc_number,coc_name,year,overall_homeless,overall_homeless_individuals,overall_homeless_people_in_families,overall_homeless_family_households,overall_chronically_homeless_individuals,sheltered_es_homeless,sheltered_es_homeless_individuals,sheltered_es_homeless_people_in_families,sheltered_es_homeless_family_households,sheltered_th_homeless,sheltered_th_homeless_individuals,sheltered_th_homeless_people_in_families,sheltered_th_homeless_family_households,sheltered_total_homeless,sheltered_total_homeless_individuals,sheltered_total_homeless_people_in_families,sheltered_total_homeless_family_households,sheltered_total_chronically_homeless_individuals,unsheltered_homeless,unsheltered_homeless_individuals,unsheltered_homeless_people_in_families,unsheltered_homeless_family_households,unsheltered_chronically_homeless_individuals
TX-611,Amarillo CoC,2012,528.0,383.0,145.0,45.0,72.0,408.0,325.0,83.0,27.0,69.0,7.0,62.0,18.0,477.0,332.0,145.0,45.0,51.0,51.0,51.0,0.0,0.0,21.0
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",2012,226.0,182.0,44.0,14.0,110.0,169.0,131.0,38.0,12.0,0.0,0.0,0.0,0.0,169.0,131.0,38.0,12.0,80.0,57.0,51.0,6.0,2.0,30.0
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",2012,7187.0,5621.0,1566.0,540.0,1370.0,1063.0,627.0,436.0,141.0,2280.0,1434.0,846.0,286.0,3363.0,2081.0,1282.0,427.0,161.0,3824.0,3540.0,284.0,113.0,1209.0
TX-701,Bryan/College Station/Brazos Valley CoC,2012,308.0,198.0,110.0,45.0,14.0,151.0,107.0,44.0,20.0,40.0,4.0,36.0,18.0,191.0,111.0,80.0,38.0,14.0,117.0,87.0,30.0,7.0,0.0
UT-500,Salt Lake City & County CoC,2012,2463.0,1466.0,997.0,292.0,243.0,1361.0,858.0,503.0,149.0,865.0,387.0,478.0,138.0,2273.0,1292.0,981.0,287.0,201.0,190.0,174.0,16.0,5.0,42.0
UT-503,Utah Balance of State CoC,2012,879.0,453.0,426.0,135.0,72.0,315.0,200.0,115.0,37.0,369.0,102.0,267.0,86.0,684.0,302.0,382.0,123.0,39.0,195.0,151.0,44.0,12.0,33.0
UT-504,Provo/Mountainland CoC,2012,185.0,130.0,55.0,18.0,16.0,49.0,33.0,16.0,7.0,46.0,14.0,32.0,9.0,95.0,47.0,48.0,16.0,0.0,90.0,83.0,7.0,2.0,16.0
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",2012,933.0,747.0,186.0,70.0,76.0,374.0,309.0,65.0,26.0,478.0,361.0,117.0,43.0,858.0,676.0,182.0,69.0,43.0,75.0,71.0,4.0,1.0,33.0
VA-501,"Norfolk,Chesapeake,Suffolk/Isle of Wight, Southampton Counties CoC",2012,652.0,456.0,196.0,68.0,83.0,414.0,307.0,107.0,37.0,153.0,66.0,87.0,30.0,567.0,373.0,194.0,67.0,49.0,85.0,83.0,2.0,1.0,34.0
VA-502,Roanoke City & County/Salem CoC,2012,561.0,429.0,132.0,50.0,149.0,398.0,352.0,46.0,15.0,125.0,39.0,86.0,35.0,523.0,391.0,132.0,50.0,140.0,38.0,38.0,0.0,0.0,9.0
VA-503,Virginia Beach CoC,2012,440.0,244.0,196.0,66.0,52.0,170.0,103.0,67.0,22.0,179.0,50.0,129.0,44.0,349.0,153.0,196.0,66.0,30.0,91.0,91.0,0.0,0.0,22.0
VA-504,Charlottesville CoC,2012,191.0,151.0,40.0,19.0,76.0,125.0,115.0,10.0,5.0,39.0,9.0,30.0,14.0,164.0,124.0,40.0,19.0,54.0,27.0,27.0,0.0,0.0,22.0
VA-505,Newport News/Hampton/Virginia Peninsula CoC,2012,681.0,486.0,195.0,63.0,157.0,427.0,308.0,119.0,39.0,171.0,95.0,76.0,24.0,620.0,425.0,195.0,63.0,121.0,61.0,61.0,0.0,0.0,36.0
VA-507,Portsmouth CoC,2012,332.0,248.0,84.0,30.0,41.0,117.0,68.0,49.0,19.0,37.0,15.0,22.0,7.0,154.0,83.0,71.0,26.0,20.0,178.0,165.0,13.0,4.0,21.0
VA-508,Lynchburg CoC,2012,214.0,147.0,67.0,26.0,23.0,53.0,44.0,9.0,3.0,92.0,46.0,46.0,19.0,145.0,90.0,55.0,22.0,12.0,69.0,57.0,12.0,4.0,11.0
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",2012,313.0,182.0,131.0,41.0,76.0,244.0,137.0,107.0,33.0,18.0,2.0,16.0,6.0,262.0,139.0,123.0,39.0,64.0,51.0,43.0,8.0,2.0,12.0
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",2012,193.0,109.0,84.0,28.0,47.0,116.0,67.0,49.0,14.0,30.0,0.0,30.0,12.0,146.0,67.0,79.0,26.0,14.0,47.0,42.0,5.0,2.0,33.0
VA-521,Virginia Balance of State (BoS) CoC,2012,957.0,485.0,472.0,161.0,89.0,452.0,270.0,182.0,61.0,290.0,57.0,233.0,78.0,742.0,327.0,415.0,139.0,51.0,215.0,158.0,57.0,22.0,38.0
VA-600,Arlington County CoC,2012,451.0,263.0,188.0,60.0,175.0,179.0,118.0,61.0,19.0,138.0,11.0,127.0,41.0,320.0,132.0,188.0,60.0,82.0,131.0,131.0,0.0,0.0,93.0
VA-601,Fairfax County CoC,2012,1534.0,697.0,837.0,249.0,353.0,685.0,388.0,297.0,90.0,663.0,123.0,540.0,159.0,1356.0,519.0,837.0,249.0,225.0,178.0,178.0,0.0,0.0,128.0
VA-602,Loudoun County CoC,2012,168.0,70.0,98.0,30.0,18.0,75.0,31.0,44.0,16.0,57.0,10.0,47.0,12.0,132.0,41.0,91.0,28.0,7.0,36.0,29.0,7.0,2.0,11.0
VA-603,City of Alexandria CoC,2012,352.0,213.0,139.0,49.0,60.0,197.0,126.0,71.0,24.0,121.0,53.0,68.0,25.0,330.0,191.0,139.0,49.0,40.0,22.0,22.0,0.0,0.0,20.0
VA-604,Prince William County CoC,2012,452.0,157.0,295.0,84.0,56.0,144.0,68.0,76.0,21.0,183.0,0.0,183.0,53.0,327.0,68.0,259.0,74.0,17.0,125.0,89.0,36.0,10.0,39.0
VI-500,Virgin Islands CoC,2012,484.0,438.0,46.0,16.0,193.0,32.0,20.0,12.0,6.0,74.0,40.0,34.0,10.0,106.0,60.0,46.0,16.0,2.0,378.0,378.0,0.0,0.0,191.0
VT-500,Vermont Balance of State CoC,2012,776.0,438.0,338.0,111.0,103.0,352.0,174.0,178.0,55.0,272.0,153.0,119.0,42.0,630.0,333.0,297.0,97.0,94.0,146.0,105.0,41.0,14.0,9.0
VT-501,Burlington/Chittenden County CoC,2012,384.0,215.0,169.0,61.0,87.0,210.0,104.0,106.0,34.0,97.0,46.0,51.0,22.0,307.0,150.0,157.0,56.0,34.0,77.0,65.0,12.0,5.0,53.0
WA-500,Seattle/King County CoC,2012,8899.0,5748.0,3151.0,952.0,841.0,2682.0,2070.0,612.0,191.0,3554.0,1039.0,2515.0,753.0,6281.0,3154.0,3127.0,944.0,613.0,2618.0,2594.0,24.0,8.0,228.0
WA-501,Washington Balance of State CoC,2012,5342.0,2834.0,2508.0,805.0,681.0,1623.0,954.0,669.0,212.0,2075.0,589.0,1486.0,490.0,3698.0,1543.0,2155.0,702.0,263.0,1644.0,1291.0,353.0,103.0,418.0
WA-502,Spokane City & County CoC,2012,1185.0,662.0,523.0,170.0,80.0,516.0,373.0,143.0,46.0,539.0,197.0,342.0,112.0,1055.0,570.0,485.0,158.0,59.0,130.0,92.0,38.0,12.0,21.0
WA-503,Tacoma/Lakewood/Pierce County CoC,2012,1997.0,687.0,1310.0,374.0,213.0,597.0,356.0,241.0,64.0,1208.0,158.0,1050.0,306.0,1805.0,514.0,1291.0,370.0,107.0,192.0,173.0,19.0,4.0,106.0
WA-504,Everett/Snohomish County CoC,2012,2061.0,902.0,1159.0,389.0,163.0,378.0,275.0,103.0,36.0,966.0,58.0,908.0,307.0,1344.0,333.0,1011.0,343.0,65.0,717.0,569.0,148.0,46.0,98.0
WA-508,Vancouver/Clark County CoC,2012,1020.0,440.0,580.0,181.0,63.0,257.0,135.0,122.0,38.0,577.0,185.0,392.0,121.0,844.0,330.0,514.0,159.0,31.0,176.0,110.0,66.0,22.0,32.0
WI-500,Wisconsin Balance of State CoC,2012,3618.0,1556.0,2062.0,654.0,148.0,1712.0,877.0,835.0,242.0,1520.0,444.0,1076.0,357.0,3239.0,1328.0,1911.0,599.0,128.0,379.0,228.0,151.0,55.0,20.0
WI-501,Milwaukee City & County CoC,2012,1432.0,915.0,517.0,174.0,124.0,667.0,500.0,167.0,60.0,610.0,271.0,339.0,111.0,1318.0,812.0,506.0,171.0,75.0,114.0,103.0,11.0,3.0,49.0
WI-502,Racine City & County CoC,2012,241.0,142.0,99.0,32.0,10.0,123.0,89.0,34.0,11.0,107.0,42.0,65.0,21.0,230.0,131.0,99.0,32.0,10.0,11.0,11.0,0.0,0.0,0.0
WI-503,Madison/Dane County CoC,2012,736.0,420.0,316.0,101.0,95.0,366.0,215.0,151.0,44.0,280.0,120.0,160.0,56.0,659.0,348.0,311.0,100.0,57.0,77.0,72.0,5.0,1.0,38.0
WV-500,Wheeling/Weirton Area CoC,2012,116.0,85.0,31.0,12.0,29.0,80.0,71.0,9.0,3.0,26.0,4.0,22.0,9.0,106.0,75.0,31.0,12.0,22.0,10.0,10.0,0.0,0.0,7.0
WV-501,"Huntington/Cabell, Wayne Counties CoC",2012,274.0,176.0,98.0,27.0,33.0,132.0,86.0,46.0,13.0,89.0,37.0,52.0,14.0,235.0,137.0,98.0,27.0,19.0,39.0,39.0,0.0,0.0,14.0
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",2012,416.0,306.0,110.0,40.0,64.0,242.0,160.0,82.0,30.0,116.0,91.0,25.0,9.0,358.0,251.0,107.0,39.0,49.0,58.0,55.0,3.0,1.0,15.0
WV-508,West Virginia Balance of State CoC,2012,1604.0,1175.0,429.0,164.0,220.0,560.0,410.0,150.0,51.0,274.0,160.0,114.0,36.0,834.0,570.0,264.0,87.0,82.0,770.0,605.0,165.0,77.0,138.0
WY-500,Wyoming Statewide CoC,2012,1813.0,1302.0,511.0,171.0,375.0,231.0,172.0,59.0,25.0,244.0,120.0,124.0,32.0,475.0,292.0,183.0,57.0,97.0,1338.0,1010.0,328.0,114.0,278.0
AK-500,Anchorage CoC,2011,1223.0,794.0,429.0,138.0,112.0,574.0,445.0,129.0,50.0,508.0,232.0,276.0,81.0,1082.0,677.0,405.0,131.0,94.0,141.0,117.0,24.0,7.0,18.0
AK-501,Alaska Balance of State CoC,2011,905.0,492.0,413.0,139.0,114.0,461.0,258.0,203.0,74.0,217.0,107.0,110.0,35.0,678.0,365.0,313.0,109.0,75.0,227.0,127.0,100.0,30.0,39.0
AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",2011,1950.0,1445.0,505.0,175.0,536.0,348.0,286.0,62.0,16.0,642.0,375.0,267.0,83.0,1024.0,695.0,329.0,99.0,138.0,926.0,750.0,176.0,76.0,398.0
AL-501,Mobile City & County/Baldwin County CoC,2011,718.0,542.0,176.0,72.0,65.0,286.0,206.0,80.0,28.0,121.0,25.0,96.0,44.0,407.0,231.0,176.0,72.0,7.0,311.0,311.0,0.0,0.0,58.0
AL-502,Florence/Northwest Alabama CoC,2011,244.0,219.0,25.0,9.0,3.0,6.0,6.0,0.0,0.0,228.0,203.0,25.0,9.0,234.0,209.0,25.0,9.0,0.0,10.0,10.0,0.0,0.0,3.0
AL-503,Huntsville/North Alabama CoC,2011,656.0,489.0,167.0,51.0,238.0,364.0,307.0,57.0,14.0,117.0,44.0,73.0,24.0,481.0,351.0,130.0,38.0,158.0,175.0,138.0,37.0,13.0,80.0
AL-504,Montgomery City & County CoC,2011,433.0,333.0,100.0,30.0,82.0,73.0,65.0,8.0,2.0,214.0,133.0,81.0,25.0,287.0,198.0,89.0,27.0,12.0,146.0,135.0,11.0,3.0,70.0
AL-505,Gadsden/Northeast Alabama CoC,2011,495.0,414.0,81.0,22.0,44.0,151.0,108.0,43.0,10.0,202.0,202.0,0.0,0.0,353.0,310.0,43.0,10.0,27.0,142.0,104.0,38.0,12.0,17.0
AL-506,Tuscaloosa City & County CoC,2011,265.0,257.0,8.0,3.0,37.0,52.0,52.0,0.0,0.0,184.0,176.0,8.0,3.0,236.0,228.0,8.0,3.0,33.0,29.0,29.0,0.0,0.0,4.0
AL-507,Alabama Balance of State CoC,2011,797.0,626.0,171.0,72.0,41.0,335.0,189.0,146.0,64.0,392.0,371.0,21.0,6.0,727.0,560.0,167.0,70.0,21.0,70.0,66.0,4.0,2.0,20.0
AR-500,Little Rock/Central Arkansas CoC,2011,1276.0,1094.0,182.0,63.0,202.0,409.0,321.0,88.0,30.0,380.0,286.0,94.0,33.0,789.0,607.0,182.0,63.0,155.0,487.0,487.0,0.0,0.0,47.0
AR-501,Fayetteville/Northwest Arkansas CoC,2011,238.0,128.0,110.0,43.0,51.0,83.0,55.0,28.0,13.0,116.0,42.0,74.0,27.0,199.0,97.0,102.0,40.0,33.0,39.0,31.0,8.0,3.0,18.0
AR-503,Arkansas Balance of State CoC,2011,1816.0,1228.0,588.0,226.0,247.0,472.0,347.0,125.0,56.0,248.0,214.0,34.0,11.0,720.0,561.0,159.0,67.0,79.0,1096.0,667.0,429.0,159.0,168.0
AR-505,Southeast Arkansas CoC,2011,94.0,55.0,39.0,17.0,0.0,54.0,39.0,15.0,5.0,40.0,16.0,24.0,12.0,94.0,55.0,39.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ-500,Arizona Balance of State CoC,2011,2047.0,1027.0,1020.0,285.0,386.0,790.0,482.0,308.0,99.0,528.0,249.0,279.0,84.0,1318.0,731.0,587.0,183.0,165.0,729.0,296.0,433.0,102.0,221.0
AZ-501,Tucson/Pima County CoC,2011,2626.0,1783.0,843.0,271.0,461.0,726.0,555.0,171.0,57.0,1161.0,531.0,630.0,199.0,1902.0,1101.0,801.0,256.0,270.0,724.0,682.0,42.0,15.0,191.0
AZ-502,"Phoenix, Mesa/Maricopa County CoC",2011,5831.0,3593.0,2238.0,683.0,1092.0,2055.0,1208.0,847.0,250.0,2002.0,619.0,1383.0,430.0,4082.0,1852.0,2230.0,680.0,303.0,1749.0,1741.0,8.0,3.0,789.0
CA-500,San Jose/Santa Clara City & County CoC,2011,7067.0,6450.0,617.0,232.0,2520.0,962.0,820.0,142.0,59.0,926.0,507.0,419.0,155.0,1898.0,1337.0,561.0,214.0,225.0,5169.0,5113.0,56.0,18.0,2295.0
CA-501,San Francisco CoC,2011,5669.0,5034.0,635.0,233.0,1738.0,1677.0,1392.0,285.0,101.0,595.0,340.0,255.0,92.0,2298.0,1758.0,540.0,193.0,628.0,3371.0,3276.0,95.0,40.0,1110.0
CA-502,"Oakland, Berkeley/Alameda County CoC",2011,4178.0,3042.0,1136.0,376.0,1116.0,852.0,559.0,293.0,108.0,1114.0,411.0,703.0,244.0,1966.0,970.0,996.0,352.0,174.0,2212.0,2072.0,140.0,24.0,942.0
CA-503,Sacramento City & County CoC,2011,2376.0,1772.0,604.0,203.0,353.0,584.0,294.0,290.0,97.0,837.0,528.0,309.0,104.0,1421.0,822.0,599.0,201.0,111.0,955.0,950.0,5.0,2.0,242.0
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2011,4541.0,3974.0,567.0,190.0,1015.0,539.0,386.0,153.0,55.0,636.0,262.0,374.0,123.0,1175.0,648.0,527.0,178.0,61.0,3366.0,3326.0,40.0,12.0,954.0
CA-505,Richmond/Contra Costa County CoC,2011,2415.0,1948.0,467.0,154.0,719.0,558.0,365.0,193.0,66.0,367.0,96.0,271.0,87.0,925.0,461.0,464.0,153.0,191.0,1490.0,1487.0,3.0,1.0,528.0
CA-506,"Salinas/Monterey, San Benito Counties CoC",2011,2699.0,2115.0,584.0,153.0,792.0,204.0,148.0,56.0,19.0,584.0,210.0,374.0,103.0,788.0,358.0,430.0,122.0,41.0,1911.0,1757.0,154.0,31.0,751.0
CA-507,Marin County CoC,2011,862.0,626.0,236.0,86.0,224.0,221.0,183.0,38.0,14.0,288.0,96.0,192.0,70.0,509.0,279.0,230.0,84.0,86.0,353.0,347.0,6.0,2.0,138.0
CA-508,Watsonville/Santa Cruz City & County CoC,2011,2771.0,2397.0,374.0,115.0,979.0,378.0,255.0,123.0,45.0,268.0,77.0,191.0,55.0,646.0,332.0,314.0,100.0,48.0,2125.0,2065.0,60.0,15.0,931.0
CA-509,Mendocino County CoC,2011,1456.0,1352.0,104.0,35.0,300.0,100.0,76.0,24.0,8.0,42.0,22.0,20.0,7.0,142.0,98.0,44.0,15.0,40.0,1314.0,1254.0,60.0,20.0,260.0
CA-510,"Turlock, Modesto/Stanislaus County CoC",2011,1434.0,987.0,447.0,130.0,218.0,351.0,257.0,94.0,31.0,292.0,131.0,161.0,50.0,643.0,388.0,255.0,81.0,96.0,791.0,599.0,192.0,49.0,122.0
CA-511,Stockton/San Joaquin County CoC,2011,2540.0,1538.0,1002.0,313.0,286.0,1711.0,1205.0,506.0,160.0,582.0,111.0,471.0,146.0,2293.0,1316.0,977.0,306.0,192.0,247.0,222.0,25.0,7.0,94.0
CA-512,Daly/San Mateo County CoC,2011,1926.0,1425.0,501.0,148.0,486.0,162.0,94.0,68.0,21.0,602.0,302.0,300.0,90.0,764.0,396.0,368.0,111.0,10.0,1162.0,1029.0,133.0,37.0,476.0
CA-513,"Visalia/Kings, Tulare Counties CoC",2011,804.0,640.0,164.0,59.0,67.0,128.0,89.0,39.0,15.0,329.0,243.0,86.0,27.0,457.0,332.0,125.0,42.0,25.0,347.0,308.0,39.0,17.0,42.0
CA-514,Fresno City & County/Madera County CoC,2011,5135.0,3710.0,1425.0,580.0,654.0,773.0,190.0,583.0,247.0,516.0,272.0,244.0,80.0,1313.0,486.0,827.0,327.0,40.0,3822.0,3224.0,598.0,253.0,614.0
CA-515,Rocklin/Roseville/Placer County CoC,2011,821.0,544.0,277.0,87.0,101.0,165.0,118.0,47.0,16.0,301.0,109.0,192.0,58.0,466.0,227.0,239.0,74.0,25.0,355.0,317.0,38.0,13.0,76.0
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2011,527.0,403.0,124.0,35.0,62.0,182.0,142.0,40.0,12.0,174.0,113.0,61.0,13.0,356.0,255.0,101.0,25.0,26.0,171.0,148.0,23.0,10.0,36.0
CA-517,Napa City & County CoC,2011,230.0,171.0,59.0,19.0,52.0,95.0,62.0,33.0,10.0,43.0,26.0,17.0,5.0,138.0,88.0,50.0,15.0,18.0,92.0,83.0,9.0,4.0,34.0
CA-518,Vallejo/Solano County CoC,2011,569.0,376.0,193.0,69.0,122.0,158.0,60.0,98.0,36.0,176.0,130.0,46.0,12.0,334.0,190.0,144.0,48.0,122.0,235.0,186.0,49.0,21.0,0.0
CA-519,"Chico, Paradise/Butte County CoC",2011,897.0,753.0,144.0,45.0,258.0,178.0,156.0,22.0,9.0,179.0,84.0,95.0,26.0,357.0,240.0,117.0,35.0,22.0,540.0,513.0,27.0,10.0,236.0
CA-520,Merced City & County CoC,2011,486.0,460.0,26.0,9.0,261.0,112.0,100.0,12.0,4.0,75.0,61.0,14.0,5.0,187.0,161.0,26.0,9.0,58.0,299.0,299.0,0.0,0.0,203.0
CA-521,"Davis, Woodland/Yolo County CoC",2011,468.0,350.0,118.0,36.0,187.0,78.0,59.0,19.0,6.0,127.0,45.0,82.0,25.0,205.0,104.0,101.0,31.0,32.0,263.0,246.0,17.0,5.0,155.0
CA-522,Humboldt County CoC,2011,861.0,599.0,262.0,105.0,306.0,260.0,169.0,91.0,44.0,147.0,29.0,118.0,42.0,407.0,198.0,209.0,86.0,171.0,454.0,401.0,53.0,19.0,135.0
CA-523,"Colusa, Glenn, Trinity Counties CoC",2011,322.0,200.0,122.0,43.0,94.0,78.0,53.0,25.0,7.0,105.0,40.0,65.0,25.0,183.0,93.0,90.0,32.0,33.0,139.0,107.0,32.0,11.0,61.0
CA-524,Yuba City & County/Sutter County CoC,2011,649.0,408.0,241.0,70.0,51.0,182.0,109.0,73.0,18.0,173.0,90.0,83.0,25.0,355.0,199.0,156.0,43.0,19.0,294.0,209.0,85.0,27.0,32.0
CA-525,El Dorado County CoC,2011,170.0,107.0,63.0,22.0,16.0,37.0,25.0,12.0,3.0,96.0,51.0,45.0,16.0,133.0,76.0,57.0,19.0,9.0,37.0,31.0,6.0,3.0,7.0
CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",2011,406.0,189.0,217.0,65.0,85.0,81.0,21.0,60.0,17.0,56.0,7.0,49.0,13.0,137.0,28.0,109.0,30.0,13.0,269.0,161.0,108.0,35.0,72.0
CA-528,Del Norte County CoC,2011,448.0,316.0,132.0,38.0,126.0,25.0,11.0,14.0,7.0,2.0,0.0,2.0,1.0,27.0,11.0,16.0,8.0,0.0,421.0,305.0,116.0,30.0,126.0
CA-600,Los Angeles City & County CoC,2011,34622.0,25404.0,9218.0,3035.0,7668.0,9855.0,4795.0,5060.0,1689.0,6982.0,4788.0,2194.0,794.0,16882.0,9628.0,7254.0,2483.0,2357.0,17740.0,15776.0,1964.0,552.0,5311.0
CA-601,San Diego City and County CoC,2011,9436.0,7763.0,1673.0,564.0,2278.0,936.0,728.0,208.0,70.0,2990.0,1721.0,1269.0,410.0,3980.0,2503.0,1477.0,480.0,166.0,5456.0,5260.0,196.0,84.0,2112.0
CA-602,"Santa Ana, Anaheim/Orange County CoC",2011,6939.0,5231.0,1708.0,574.0,1651.0,941.0,462.0,479.0,174.0,1726.0,519.0,1207.0,393.0,2667.0,981.0,1686.0,567.0,66.0,4272.0,4250.0,22.0,7.0,1585.0
CA-603,Santa Maria/Santa Barbara County CoC,2011,1698.0,1377.0,321.0,112.0,511.0,401.0,279.0,122.0,37.0,429.0,273.0,156.0,61.0,830.0,552.0,278.0,98.0,141.0,868.0,825.0,43.0,14.0,370.0
CA-604,Bakersfield/Kern County CoC,2011,1439.0,1236.0,203.0,69.0,372.0,372.0,240.0,132.0,44.0,234.0,207.0,27.0,8.0,606.0,447.0,159.0,52.0,40.0,833.0,789.0,44.0,17.0,332.0
CA-606,Long Beach CoC,2011,3164.0,2596.0,568.0,181.0,1074.0,379.0,264.0,115.0,38.0,561.0,375.0,186.0,57.0,961.0,660.0,301.0,95.0,112.0,2203.0,1936.0,267.0,86.0,962.0
CA-607,Pasadena CoC,2011,1216.0,1022.0,194.0,75.0,421.0,331.0,236.0,95.0,37.0,122.0,62.0,60.0,28.0,453.0,298.0,155.0,65.0,101.0,763.0,724.0,39.0,10.0,320.0
CA-608,Riverside City & County CoC,2011,6203.0,5655.0,548.0,220.0,2515.0,572.0,404.0,168.0,78.0,541.0,192.0,349.0,132.0,1113.0,596.0,517.0,210.0,70.0,5090.0,5059.0,31.0,10.0,2445.0
CA-609,San Bernardino City & County CoC,2011,2825.0,1916.0,909.0,189.0,169.0,653.0,293.0,360.0,60.0,480.0,257.0,223.0,40.0,1133.0,550.0,583.0,100.0,47.0,1692.0,1366.0,326.0,89.0,122.0
CA-611,"Oxnard, San Buenaventura/Ventura County CoC",2011,1810.0,1459.0,351.0,109.0,503.0,514.0,487.0,27.0,10.0,307.0,96.0,211.0,64.0,830.0,592.0,238.0,74.0,83.0,980.0,867.0,113.0,35.0,420.0
CA-612,Glendale CoC,2011,412.0,297.0,115.0,42.0,102.0,207.0,176.0,31.0,14.0,84.0,0.0,84.0,28.0,291.0,176.0,115.0,42.0,89.0,121.0,121.0,0.0,0.0,13.0
CA-613,Imperial County CoC,2011,508.0,398.0,110.0,39.0,16.0,131.0,84.0,47.0,19.0,63.0,0.0,63.0,20.0,194.0,84.0,110.0,39.0,0.0,314.0,314.0,0.0,0.0,16.0
CA-614,San Luis Obispo County CoC,2011,2129.0,1724.0,405.0,162.0,339.0,159.0,74.0,85.0,38.0,69.0,36.0,33.0,16.0,228.0,110.0,118.0,54.0,38.0,1901.0,1614.0,287.0,108.0,301.0
CO-500,Colorado Balance of State CoC,2011,9283.0,1615.0,7668.0,1918.0,729.0,631.0,237.0,394.0,99.0,384.0,58.0,326.0,82.0,1015.0,295.0,720.0,181.0,31.0,8268.0,1320.0,6948.0,1737.0,698.0
CO-503,Metropolitan Denver CoC,2011,4809.0,2200.0,2609.0,924.0,393.0,1911.0,1227.0,684.0,293.0,2341.0,534.0,1807.0,590.0,4277.0,1786.0,2491.0,883.0,261.0,532.0,414.0,118.0,41.0,132.0
CO-504,Colorado Springs/El Paso County CoC,2011,1024.0,731.0,293.0,93.0,166.0,437.0,338.0,99.0,31.0,417.0,232.0,185.0,59.0,854.0,570.0,284.0,90.0,84.0,170.0,161.0,9.0,3.0,82.0
CT-503,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",2011,1005.0,737.0,268.0,90.0,273.0,577.0,446.0,131.0,42.0,267.0,142.0,125.0,43.0,844.0,588.0,256.0,85.0,200.0,161.0,149.0,12.0,5.0,73.0
CT-505,Connecticut Balance of State CoC,2011,3451.0,2334.0,1117.0,392.0,770.0,1781.0,1176.0,605.0,217.0,1136.0,653.0,483.0,163.0,2917.0,1829.0,1088.0,380.0,513.0,534.0,505.0,29.0,12.0,257.0
DC-500,District of Columbia CoC,2011,6546.0,3858.0,2688.0,858.0,2093.0,3641.0,2636.0,1005.0,326.0,2600.0,917.0,1683.0,532.0,6241.0,3553.0,2688.0,858.0,1818.0,305.0,305.0,0.0,0.0,275.0
DE-500,Delaware Statewide CoC,2011,1035.0,663.0,372.0,116.0,70.0,549.0,375.0,174.0,54.0,454.0,256.0,198.0,62.0,1013.0,641.0,372.0,116.0,59.0,22.0,22.0,0.0,0.0,11.0
FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",2011,1152.0,922.0,230.0,105.0,111.0,425.0,360.0,65.0,29.0,470.0,328.0,142.0,68.0,895.0,688.0,207.0,97.0,36.0,257.0,234.0,23.0,8.0,75.0
FL-501,Tampa/Hillsborough County CoC,2011,7336.0,4468.0,2868.0,812.0,679.0,308.0,223.0,85.0,34.0,558.0,331.0,227.0,68.0,889.0,577.0,312.0,102.0,48.0,6447.0,3891.0,2556.0,710.0,631.0
FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",2011,3890.0,2689.0,1201.0,373.0,458.0,1150.0,959.0,191.0,84.0,681.0,471.0,210.0,90.0,1870.0,1469.0,401.0,174.0,163.0,2020.0,1220.0,800.0,199.0,295.0
FL-503,"Lakeland, Winterhaven/Polk County CoC",2011,1100.0,933.0,167.0,53.0,32.0,240.0,186.0,54.0,15.0,258.0,145.0,113.0,38.0,498.0,331.0,167.0,53.0,11.0,602.0,602.0,0.0,0.0,21.0
FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",2011,2210.0,2015.0,195.0,61.0,202.0,111.0,101.0,10.0,4.0,424.0,239.0,185.0,57.0,535.0,340.0,195.0,61.0,3.0,1675.0,1675.0,0.0,0.0,199.0
FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",2011,2764.0,827.0,1937.0,546.0,333.0,274.0,214.0,60.0,21.0,201.0,151.0,50.0,18.0,475.0,365.0,110.0,39.0,176.0,2289.0,462.0,1827.0,507.0,157.0
FL-506,Tallahassee/Leon County CoC,2011,787.0,609.0,178.0,68.0,110.0,366.0,284.0,82.0,31.0,362.0,266.0,96.0,37.0,728.0,550.0,178.0,68.0,92.0,59.0,59.0,0.0,0.0,18.0
FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",2011,4515.0,3135.0,1380.0,437.0,2284.0,890.0,601.0,289.0,98.0,1215.0,616.0,599.0,175.0,2127.0,1239.0,888.0,273.0,537.0,2388.0,1896.0,492.0,164.0,1747.0
